Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Date,Day_Type,Educational_Time,Recreational_Time
11,Male,4.07,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-21,Weekday,1.3838000000000001,2.6862000000000004
16,Male,4.83,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-20,Weekday,1.8837000000000002,2.9463
12,Male,2.96,Smartphone,False,0.3,None,Rural,11-15,2025-10-05,Weekend,0.888,2.072
15,Female,2.86,Tablet,False,0.35,None,Urban,11-15,2025-10-29,Weekday,1.001,1.859
13,Female,5.04,Smartphone,True,0.45,None,Urban,11-15,2025-10-27,Weekday,2.2680000000000002,2.772
10,Male,7.21,TV,True,0.55,Eye Strain,Urban,6-10,2025-10-14,Weekday,3.9655000000000005,3.2444999999999995
15,Female,2.59,Smartphone,False,0.47,None,Urban,11-15,2025-10-20,Weekday,1.2172999999999998,1.3727
16,Female,7.07,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-09,Weekday,2.6159,4.4541
15,Female,6.67,Smartphone,True,0.3,Poor Sleep,Urban,11-15,2025-10-05,Weekend,2.001,4.6690000000000005
11,Male,3.86,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-30,Weekday,1.4667999999999999,2.3932
18,Male,3.21,TV,True,0.43,Eye Strain,Urban,16-20,2025-10-25,Weekend,1.3802999999999999,1.8297
13,Male,3.83,Smartphone,True,0.45,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-07,Weekday,1.7235,2.1065
8,Female,3.02,Smartphone,True,0.53,Poor Sleep,Urban,6-10,2025-10-25,Weekend,1.6006,1.4194
11,Female,4.94,Laptop,True,0.45,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-06,Weekday,2.2230000000000003,2.717
15,Male,5.36,Laptop,True,0.42,"Poor Sleep, Anxiety",Urban,11-15,2025-10-11,Weekend,2.2512,3.1088000000000005
8,Male,11.5,TV,True,0.58,None,Rural,6-10,2025-10-16,Weekday,6.67,4.83
10,Male,7.17,Tablet,True,0.55,Poor Sleep,Rural,6-10,2025-10-27,Weekday,3.9435000000000002,3.2264999999999997
8,Female,0.4,TV,False,0.46,None,Rural,6-10,2025-10-31,Weekday,0.18400000000000002,0.216
16,Male,4.03,TV,True,0.34,None,Urban,16-20,2025-10-18,Weekend,1.3702,2.6598
9,Female,5.45,TV,True,0.55,"Poor Sleep, Anxiety",Rural,6-10,2025-10-12,Weekend,2.9975000000000005,2.4524999999999997
16,Female,4.73,Smartphone,True,0.35,"Anxiety, Obesity Risk",Rural,16-20,2025-10-12,Weekend,1.6555,3.0745000000000005
11,Female,4.42,Smartphone,True,0.37,None,Urban,11-15,2025-10-30,Weekday,1.6354,2.7846
9,Male,3.01,Smartphone,True,0.59,Poor Sleep,Rural,6-10,2025-10-26,Weekend,1.7758999999999998,1.2341
11,Female,5.39,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-06,Weekday,1.9404,3.4495999999999998
18,Female,3.26,TV,True,0.36,Poor Sleep,Urban,16-20,2025-10-01,Weekday,1.1736,2.0864
18,Female,4.18,Tablet,True,0.37,Poor Sleep,Urban,16-20,2025-10-12,Weekend,1.5466,2.6334
17,Male,3.67,Smartphone,True,0.41,Poor Sleep,Rural,16-20,2025-10-12,Weekend,1.5047,2.1653000000000002
13,Male,5.23,Smartphone,True,0.31,Obesity Risk,Urban,11-15,2025-10-30,Weekday,1.6213000000000002,3.6087000000000002
18,Female,5.87,Laptop,True,0.33,"Poor Sleep, Anxiety, Obesity Risk",Urban,16-20,2025-10-21,Weekday,1.9371,3.9329
14,Male,6.07,TV,True,0.45,"Eye Strain, Anxiety",Urban,11-15,2025-10-31,Weekday,2.7315,3.3385000000000002
10,Female,4.86,TV,True,0.47,Poor Sleep,Urban,6-10,2025-10-22,Weekday,2.2842000000000002,2.5758
10,Female,6.66,Tablet,True,0.55,Poor Sleep,Rural,6-10,2025-10-16,Weekday,3.6630000000000003,2.997
17,Female,5.5,TV,True,0.38,Poor Sleep,Rural,16-20,2025-10-30,Weekday,2.09,3.41
15,Female,4.46,Laptop,True,0.31,Poor Sleep,Urban,11-15,2025-10-25,Weekend,1.3826,3.0774
12,Male,3.77,Laptop,True,0.39,"Poor Sleep, Anxiety",Urban,11-15,2025-10-13,Weekday,1.4703000000000002,2.2996999999999996
11,Female,3.85,Smartphone,True,0.49,None,Rural,11-15,2025-10-13,Weekday,1.8865,1.9635
14,Male,6.37,Smartphone,True,0.31,Eye Strain,Urban,11-15,2025-10-22,Weekday,1.9747000000000001,4.3953
14,Male,4.26,Smartphone,True,0.47,Poor Sleep,Rural,11-15,2025-10-22,Weekday,2.0021999999999998,2.2578
16,Female,1.86,Tablet,False,0.45,None,Urban,16-20,2025-10-26,Weekend,0.8370000000000001,1.0230000000000001
16,Male,6.21,TV,True,0.37,Poor Sleep,Urban,16-20,2025-10-09,Weekday,2.2977,3.9123
12,Male,5.01,Smartphone,True,0.32,Obesity Risk,Rural,11-15,2025-10-27,Weekday,1.6032,3.4067999999999996
15,Female,3.84,Smartphone,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15,2025-10-16,Weekday,1.6896,2.1504
17,Male,4.85,Smartphone,True,0.4,Poor Sleep,Urban,16-20,2025-10-29,Weekday,1.94,2.9099999999999997
8,Male,1.59,TV,False,0.54,None,Urban,6-10,2025-10-09,Weekday,0.8586000000000001,0.7313999999999999
16,Male,3.22,Smartphone,True,0.31,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-07,Weekday,0.9982000000000001,2.2218
15,Female,2.51,TV,False,0.33,None,Rural,11-15,2025-10-02,Weekday,0.8282999999999999,1.6816999999999998
13,Female,6.17,Tablet,True,0.38,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-12,Weekend,2.3446,3.8254
10,Female,5.34,TV,True,0.53,Poor Sleep,Urban,6-10,2025-10-31,Weekday,2.8302,2.5098
10,Male,7.46,TV,True,0.48,Poor Sleep,Rural,6-10,2025-10-26,Weekend,3.5808,3.8792
15,Male,2.35,Smartphone,False,0.47,None,Urban,11-15,2025-10-03,Weekday,1.1045,1.2455
12,Male,4.54,Laptop,True,0.33,Obesity Risk,Urban,11-15,2025-10-17,Weekday,1.4982,3.0418000000000003
17,Female,4.16,Laptop,True,0.47,Eye Strain,Urban,16-20,2025-10-05,Weekend,1.9552,2.2048
18,Male,4.48,Tablet,True,0.33,Poor Sleep,Rural,16-20,2025-10-25,Weekend,1.4784000000000002,3.0016000000000003
14,Male,4.66,Tablet,True,0.4,None,Urban,11-15,2025-10-06,Weekday,1.864,2.7960000000000003
12,Male,1.86,TV,False,0.44,None,Urban,11-15,2025-10-17,Weekday,0.8184,1.0416
15,Male,4.97,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-25,Weekend,1.8885999999999998,3.0814
17,Male,5.96,Smartphone,True,0.33,Poor Sleep,Urban,16-20,2025-10-05,Weekend,1.9668,3.9932
17,Male,6.35,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-08,Weekday,2.032,4.318
11,Male,5.6,Tablet,True,0.46,Anxiety,Urban,11-15,2025-10-23,Weekday,2.576,3.0239999999999996
9,Female,7.62,TV,True,0.45,Anxiety,Urban,6-10,2025-10-12,Weekend,3.4290000000000003,4.191
10,Male,0.0,Tablet,False,0.42,None,Urban,6-10,2025-10-01,Weekday,0.0,0.0
15,Female,6.79,Laptop,True,0.38,Poor Sleep,Urban,11-15,2025-10-30,Weekday,2.5802,4.2097999999999995
18,Male,4.18,TV,True,0.46,None,Rural,16-20,2025-10-05,Weekend,1.9227999999999998,2.2572
14,Male,4.05,TV,True,0.44,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-07,Weekday,1.782,2.268
9,Female,3.24,Smartphone,True,0.56,Poor Sleep,Rural,6-10,2025-10-10,Weekday,1.8144000000000002,1.4256
13,Female,2.97,Smartphone,False,0.37,None,Urban,11-15,2025-10-28,Weekday,1.0989,1.8711000000000002
16,Male,4.55,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-26,Weekend,2.002,2.548
11,Female,3.52,Smartphone,True,0.49,None,Urban,11-15,2025-10-04,Weekend,1.7247999999999999,1.7952000000000001
16,Female,5.57,Smartphone,True,0.46,None,Urban,16-20,2025-10-04,Weekend,2.5622000000000003,3.0078
9,Male,4.65,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-09,Weekday,1.9065,2.7435
9,Female,5.17,Tablet,True,0.47,None,Urban,6-10,2025-10-22,Weekday,2.4299,2.7401
16,Female,5.69,Laptop,True,0.48,"Poor Sleep, Anxiety",Urban,16-20,2025-10-17,Weekday,2.7312000000000003,2.9588
14,Male,4.22,Laptop,True,0.45,"Poor Sleep, Anxiety",Urban,11-15,2025-10-10,Weekday,1.899,2.3209999999999997
14,Male,3.58,Tablet,True,0.35,Poor Sleep,Urban,11-15,2025-10-14,Weekday,1.253,2.327
8,Male,5.88,Tablet,True,0.4,Poor Sleep,Rural,6-10,2025-10-15,Weekday,2.352,3.528
18,Female,5.5,Smartphone,True,0.42,"Poor Sleep, Anxiety, Obesity Risk",Rural,16-20,2025-10-22,Weekday,2.31,3.19
13,Male,4.2,Laptop,True,0.5,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-08,Weekday,2.1,2.1
14,Male,5.61,Smartphone,True,0.46,Obesity Risk,Urban,11-15,2025-10-20,Weekday,2.5806000000000004,3.0294
18,Female,4.59,Smartphone,True,0.32,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-24,Weekday,1.4687999999999999,3.1212
13,Male,5.02,TV,True,0.48,None,Rural,11-15,2025-10-21,Weekday,2.4095999999999997,2.6104
13,Female,3.37,Smartphone,True,0.39,Poor Sleep,Urban,11-15,2025-10-17,Weekday,1.3143,2.0557
9,Male,1.41,Smartphone,False,0.51,None,Rural,6-10,2025-10-04,Weekend,0.7191,0.6909
13,Male,5.56,Smartphone,True,0.41,None,Rural,11-15,2025-10-01,Weekday,2.2796,3.2803999999999998
11,Male,5.89,Smartphone,True,0.46,"Eye Strain, Obesity Risk",Urban,11-15,2025-10-19,Weekend,2.7094,3.1805999999999996
16,Male,3.18,Smartphone,True,0.35,Poor Sleep,Urban,16-20,2025-10-20,Weekday,1.113,2.067
8,Female,1.65,Smartphone,False,0.44,None,Urban,6-10,2025-10-20,Weekday,0.726,0.9239999999999999
15,Female,2.07,Smartphone,False,0.36,None,Urban,11-15,2025-10-15,Weekday,0.7451999999999999,1.3248
12,Female,3.42,TV,True,0.38,Poor Sleep,Rural,11-15,2025-10-31,Weekday,1.2996,2.1204
8,Male,7.83,TV,True,0.44,Poor Sleep,Urban,6-10,2025-10-07,Weekday,3.4452000000000003,4.3848
11,Female,4.41,Laptop,True,0.31,Poor Sleep,Urban,11-15,2025-10-05,Weekend,1.3671,3.0429000000000004
8,Male,3.39,Smartphone,True,0.58,Anxiety,Rural,6-10,2025-10-13,Weekday,1.9662,1.4238000000000002
13,Female,3.0,Smartphone,False,0.35,None,Urban,11-15,2025-10-07,Weekday,1.0499999999999998,1.9500000000000002
9,Male,8.04,TV,True,0.45,Poor Sleep,Rural,6-10,2025-10-01,Weekday,3.618,4.421999999999999
12,Male,5.54,TV,True,0.34,None,Urban,11-15,2025-10-20,Weekday,1.8836000000000002,3.6563999999999997
14,Male,7.1,Smartphone,True,0.47,"Eye Strain, Obesity Risk",Urban,11-15,2025-10-04,Weekend,3.3369999999999997,3.763
9,Female,4.69,Smartphone,True,0.4,Poor Sleep,Urban,6-10,2025-10-06,Weekday,1.8760000000000003,2.814
13,Male,3.09,Smartphone,True,0.3,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-15,Weekday,0.9269999999999999,2.163
13,Male,4.7,Smartphone,True,0.33,Obesity Risk,Urban,11-15,2025-10-10,Weekday,1.5510000000000002,3.149
12,Male,4.61,Smartphone,True,0.49,Poor Sleep,Urban,11-15,2025-10-22,Weekday,2.2589,2.3511
12,Female,5.61,Smartphone,True,0.36,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-15,Weekday,2.0196,3.5904000000000003
10,Female,3.17,Smartphone,True,0.47,Poor Sleep,Urban,6-10,2025-10-16,Weekday,1.4898999999999998,1.6801000000000001
17,Male,2.62,TV,False,0.48,None,Urban,16-20,2025-10-21,Weekday,1.2576,1.3624
17,Female,4.27,TV,True,0.45,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-25,Weekend,1.9214999999999998,2.3484999999999996
18,Male,6.46,Smartphone,True,0.39,None,Urban,16-20,2025-10-21,Weekday,2.5194,3.9406
9,Female,10.66,TV,True,0.5,Anxiety,Urban,6-10,2025-10-09,Weekday,5.33,5.33
14,Male,5.59,Smartphone,True,0.46,None,Urban,11-15,2025-10-06,Weekday,2.5714,3.0185999999999997
8,Female,5.74,TV,True,0.58,Poor Sleep,Urban,6-10,2025-10-17,Weekday,3.3291999999999997,2.4108000000000005
13,Female,4.95,TV,True,0.42,Poor Sleep,Rural,11-15,2025-10-18,Weekend,2.079,2.871
13,Male,5.07,TV,True,0.38,Poor Sleep,Urban,11-15,2025-10-31,Weekday,1.9266,3.1434
10,Female,4.23,Smartphone,True,0.48,"Poor Sleep, Anxiety",Urban,6-10,2025-10-19,Weekend,2.0304,2.1996
9,Female,0.6,TV,False,0.41,None,Rural,6-10,2025-10-13,Weekday,0.24599999999999997,0.354
9,Female,3.51,TV,True,0.47,None,Rural,6-10,2025-10-15,Weekday,1.6496999999999997,1.8603
16,Female,4.41,TV,True,0.32,"Poor Sleep, Anxiety",Rural,16-20,2025-10-09,Weekday,1.4112,2.9988
18,Female,4.67,Laptop,True,0.41,Poor Sleep,Urban,16-20,2025-10-19,Weekend,1.9146999999999998,2.7553
12,Female,4.41,Tablet,True,0.35,Poor Sleep,Rural,11-15,2025-10-15,Weekday,1.5434999999999999,2.8665000000000003
14,Male,5.69,Smartphone,True,0.42,None,Urban,11-15,2025-10-18,Weekend,2.3898,3.3002000000000002
12,Male,5.02,Laptop,True,0.43,Poor Sleep,Urban,11-15,2025-10-21,Weekday,2.1586,2.8613999999999997
14,Female,5.12,TV,True,0.45,Poor Sleep,Urban,11-15,2025-10-20,Weekday,2.3040000000000003,2.816
11,Male,5.66,Smartphone,True,0.31,None,Rural,11-15,2025-10-27,Weekday,1.7546,3.9054
15,Male,3.6,TV,True,0.4,Poor Sleep,Urban,11-15,2025-10-12,Weekend,1.4400000000000002,2.16
18,Male,3.69,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-05,Weekend,1.2177,2.4722999999999997
17,Female,6.24,Smartphone,True,0.43,None,Urban,16-20,2025-10-28,Weekday,2.6832000000000003,3.5568
18,Male,6.36,TV,True,0.4,Poor Sleep,Rural,16-20,2025-10-05,Weekend,2.5440000000000005,3.816
17,Male,4.33,Laptop,True,0.31,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-11,Weekend,1.3423,2.9877000000000002
14,Female,5.88,TV,True,0.31,None,Urban,11-15,2025-10-25,Weekend,1.8228,4.0572
17,Female,2.31,Smartphone,False,0.44,None,Urban,16-20,2025-10-22,Weekday,1.0164,1.2936
12,Female,7.33,TV,True,0.45,Poor Sleep,Urban,11-15,2025-10-15,Weekday,3.2985,4.031499999999999
18,Female,4.04,TV,True,0.41,"Poor Sleep, Anxiety",Urban,16-20,2025-10-19,Weekend,1.6563999999999999,2.3836000000000004
13,Female,6.68,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-06,Weekday,2.4048,4.2752
12,Female,5.83,Smartphone,True,0.41,None,Rural,11-15,2025-10-27,Weekday,2.3903,3.4397
14,Female,4.56,Laptop,True,0.49,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,11-15,2025-10-19,Weekend,2.2344,2.3255999999999997
9,Male,3.96,Smartphone,True,0.43,Eye Strain,Urban,6-10,2025-10-03,Weekday,1.7027999999999999,2.2572
12,Male,3.29,Smartphone,True,0.41,Eye Strain,Urban,11-15,2025-10-10,Weekday,1.3489,1.9411
17,Female,5.39,Smartphone,True,0.4,Eye Strain,Urban,16-20,2025-10-30,Weekday,2.156,3.2339999999999995
10,Female,0.94,Smartphone,False,0.5,None,Urban,6-10,2025-10-17,Weekday,0.47,0.47
16,Female,3.21,Smartphone,True,0.42,None,Urban,16-20,2025-10-13,Weekday,1.3481999999999998,1.8618000000000001
13,Female,2.95,Smartphone,False,0.42,None,Urban,11-15,2025-10-21,Weekday,1.239,1.711
17,Female,4.99,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-05,Weekend,2.2455000000000003,2.7445
10,Female,2.42,Smartphone,True,0.46,None,Urban,6-10,2025-10-09,Weekday,1.1132,1.3068
14,Male,5.49,Smartphone,True,0.44,"Anxiety, Obesity Risk",Urban,11-15,2025-10-13,Weekday,2.4156,3.0744000000000002
11,Female,2.45,Smartphone,False,0.36,None,Urban,11-15,2025-10-13,Weekday,0.882,1.568
15,Male,5.39,TV,True,0.33,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-31,Weekday,1.7787,3.6113
11,Female,4.16,Smartphone,True,0.37,Poor Sleep,Rural,11-15,2025-10-04,Weekend,1.5392000000000001,2.6208
18,Female,5.22,TV,True,0.39,None,Rural,16-20,2025-10-16,Weekday,2.0358,3.1841999999999997
8,Female,6.82,TV,True,0.57,"Poor Sleep, Anxiety",Urban,6-10,2025-10-25,Weekend,3.8874,2.9326000000000003
13,Female,4.94,Smartphone,True,0.45,None,Urban,11-15,2025-10-14,Weekday,2.2230000000000003,2.717
17,Male,4.32,Smartphone,True,0.31,Poor Sleep,Urban,16-20,2025-10-12,Weekend,1.3392000000000002,2.9808000000000003
18,Male,4.81,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-14,Weekday,1.8277999999999999,2.9821999999999997
18,Female,3.86,TV,True,0.45,Anxiety,Urban,16-20,2025-10-12,Weekend,1.7369999999999999,2.123
8,Female,2.97,TV,True,0.57,None,Urban,6-10,2025-10-30,Weekday,1.6929,1.2771000000000001
12,Male,2.76,Smartphone,False,0.37,None,Rural,11-15,2025-10-01,Weekday,1.0211999999999999,1.7388
14,Female,4.84,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-27,Weekday,2.2264,2.6136
13,Male,3.68,Laptop,True,0.32,Poor Sleep,Urban,11-15,2025-10-20,Weekday,1.1776,2.5024
9,Female,6.74,Smartphone,True,0.59,Poor Sleep,Rural,6-10,2025-10-10,Weekday,3.9766,2.7634000000000003
18,Male,4.49,Smartphone,True,0.33,None,Urban,16-20,2025-10-13,Weekday,1.4817000000000002,3.0083
11,Female,5.04,Smartphone,True,0.33,Obesity Risk,Urban,11-15,2025-10-06,Weekday,1.6632,3.3768000000000002
18,Male,5.76,Smartphone,True,0.41,Poor Sleep,Urban,16-20,2025-10-10,Weekday,2.3615999999999997,3.3984
9,Female,7.4,Tablet,True,0.55,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-12,Weekend,4.07,3.33
18,Female,5.59,Smartphone,True,0.3,Obesity Risk,Urban,16-20,2025-10-01,Weekday,1.6769999999999998,3.9130000000000003
8,Male,0.48,TV,False,0.57,None,Rural,6-10,2025-10-30,Weekday,0.27359999999999995,0.20640000000000003
10,Female,3.74,Smartphone,True,0.47,None,Urban,6-10,2025-10-21,Weekday,1.7578,1.9822000000000002
10,Female,0.03,TV,False,0.56,None,Urban,6-10,2025-10-26,Weekend,0.016800000000000002,0.013199999999999996
14,Male,5.85,Smartphone,True,0.36,Poor Sleep,Urban,11-15,2025-10-07,Weekday,2.106,3.7439999999999998
8,Male,1.05,TV,False,0.58,None,Rural,6-10,2025-10-14,Weekday,0.609,0.44100000000000006
16,Male,3.23,TV,True,0.47,Poor Sleep,Urban,16-20,2025-10-18,Weekend,1.5181,1.7119
18,Female,5.22,Smartphone,True,0.33,None,Urban,16-20,2025-10-07,Weekday,1.7226,3.4974
13,Female,3.53,Laptop,True,0.48,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-15,Weekday,1.6944,1.8356
11,Female,4.76,TV,True,0.5,None,Rural,11-15,2025-10-17,Weekday,2.38,2.38
10,Male,2.35,TV,True,0.44,None,Urban,6-10,2025-10-17,Weekday,1.034,1.316
10,Female,0.0,Tablet,False,0.54,None,Urban,6-10,2025-10-15,Weekday,0.0,0.0
9,Male,5.23,TV,True,0.47,Poor Sleep,Urban,6-10,2025-10-14,Weekday,2.4581,2.7719000000000005
9,Male,0.97,TV,False,0.55,None,Rural,6-10,2025-10-01,Weekday,0.5335,0.4365
17,Male,4.93,Smartphone,True,0.35,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-10,Weekday,1.7254999999999998,3.2045
12,Female,4.78,TV,True,0.31,Eye Strain,Urban,11-15,2025-10-06,Weekday,1.4818,3.2982000000000005
16,Female,5.56,Smartphone,True,0.33,"Poor Sleep, Anxiety",Rural,16-20,2025-10-19,Weekend,1.8348,3.7251999999999996
9,Female,6.73,TV,True,0.44,Poor Sleep,Urban,6-10,2025-10-14,Weekday,2.9612000000000003,3.7688
9,Male,5.14,Smartphone,True,0.53,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-08,Weekday,2.7242,2.4157999999999995
13,Male,4.15,Smartphone,True,0.34,None,Rural,11-15,2025-10-10,Weekday,1.4110000000000003,2.739
17,Female,5.0,Smartphone,True,0.32,Poor Sleep,Urban,16-20,2025-10-08,Weekday,1.6,3.4
9,Male,3.86,TV,True,0.41,Eye Strain,Urban,6-10,2025-10-29,Weekday,1.5825999999999998,2.2774
11,Male,2.94,TV,False,0.42,None,Urban,11-15,2025-10-12,Weekend,1.2348,1.7052
13,Female,5.15,Smartphone,True,0.31,Poor Sleep,Urban,11-15,2025-10-29,Weekday,1.5965,3.5535000000000005
12,Female,4.69,Smartphone,True,0.36,"Poor Sleep, Anxiety",Rural,11-15,2025-10-02,Weekday,1.6884000000000001,3.0016000000000003
8,Male,5.91,TV,True,0.47,Poor Sleep,Urban,6-10,2025-10-15,Weekday,2.7777,3.1323000000000003
13,Male,3.7,Smartphone,True,0.32,"Poor Sleep, Anxiety",Rural,11-15,2025-10-15,Weekday,1.1840000000000002,2.516
8,Female,7.92,Smartphone,True,0.44,Poor Sleep,Urban,6-10,2025-10-09,Weekday,3.4848,4.4352
10,Male,5.05,Smartphone,True,0.47,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-10,Weekday,2.3735,2.6765
17,Male,3.95,Tablet,True,0.45,"Poor Sleep, Anxiety",Urban,16-20,2025-10-24,Weekday,1.7775,2.1725000000000003
12,Male,6.31,TV,True,0.33,Anxiety,Urban,11-15,2025-10-06,Weekday,2.0823,4.2277
17,Female,2.08,Laptop,False,0.37,None,Urban,16-20,2025-10-16,Weekday,0.7696000000000001,1.3104
12,Female,3.62,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-21,Weekday,1.7376,1.8824
17,Female,6.14,Laptop,True,0.47,Poor Sleep,Urban,16-20,2025-10-02,Weekday,2.8857999999999997,3.2542
13,Male,4.76,Tablet,True,0.44,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-09,Weekday,2.0944,2.6656
17,Male,5.72,Laptop,True,0.43,Obesity Risk,Urban,16-20,2025-10-13,Weekday,2.4596,3.2603999999999997
15,Female,3.13,Tablet,True,0.43,Poor Sleep,Urban,11-15,2025-10-25,Weekend,1.3458999999999999,1.7841
12,Female,3.73,Smartphone,True,0.47,Poor Sleep,Rural,11-15,2025-10-15,Weekday,1.7530999999999999,1.9769
18,Male,3.79,TV,True,0.41,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,16-20,2025-10-08,Weekday,1.5538999999999998,2.2361000000000004
8,Male,6.73,TV,True,0.51,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-25,Weekend,3.4323,3.2977000000000003
12,Female,5.82,Tablet,True,0.38,Eye Strain,Urban,11-15,2025-10-21,Weekday,2.2116000000000002,3.6084
10,Male,2.53,TV,True,0.6,None,Urban,6-10,2025-10-18,Weekend,1.5179999999999998,1.012
11,Male,3.45,Tablet,True,0.33,None,Urban,11-15,2025-10-03,Weekday,1.1385,2.3115
15,Female,2.92,Smartphone,False,0.41,None,Urban,11-15,2025-10-12,Weekend,1.1971999999999998,1.7228
14,Female,1.25,Laptop,False,0.5,None,Urban,11-15,2025-10-30,Weekday,0.625,0.625
18,Male,4.72,Smartphone,True,0.43,"Poor Sleep, Anxiety",Rural,16-20,2025-10-22,Weekday,2.0296,2.6904
12,Male,6.14,Smartphone,True,0.31,None,Rural,11-15,2025-10-15,Weekday,1.9034,4.236599999999999
9,Male,8.46,Smartphone,True,0.5,None,Urban,6-10,2025-10-12,Weekend,4.23,4.23
13,Female,3.9,Smartphone,True,0.35,Eye Strain,Urban,11-15,2025-10-01,Weekday,1.365,2.535
18,Female,4.62,TV,True,0.43,"Poor Sleep, Anxiety",Rural,16-20,2025-10-11,Weekend,1.9866,2.6334
13,Male,4.47,Laptop,True,0.34,Poor Sleep,Urban,11-15,2025-10-03,Weekday,1.5198,2.9501999999999997
17,Male,4.86,TV,True,0.3,Poor Sleep,Urban,16-20,2025-10-01,Weekday,1.458,3.402
17,Male,2.59,Smartphone,False,0.4,None,Urban,16-20,2025-10-14,Weekday,1.036,1.5539999999999998
18,Female,6.87,Laptop,True,0.38,Poor Sleep,Urban,16-20,2025-10-11,Weekend,2.6106000000000003,4.259399999999999
13,Female,4.22,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-22,Weekday,1.8145999999999998,2.4054
16,Female,6.89,Smartphone,True,0.45,Poor Sleep,Urban,16-20,2025-10-12,Weekend,3.1005,3.7895
18,Female,3.61,Smartphone,True,0.49,Poor Sleep,Rural,16-20,2025-10-16,Weekday,1.7689,1.8411
15,Male,4.97,Smartphone,True,0.49,None,Urban,11-15,2025-10-16,Weekday,2.4353,2.5347
15,Male,4.98,TV,True,0.38,Eye Strain,Urban,11-15,2025-10-29,Weekday,1.8924,3.0876
8,Female,3.31,Tablet,True,0.52,Poor Sleep,Rural,6-10,2025-10-13,Weekday,1.7212,1.5888
12,Female,3.5,Smartphone,True,0.48,Anxiety,Urban,11-15,2025-10-04,Weekend,1.68,1.82
14,Female,4.12,Smartphone,True,0.31,None,Rural,11-15,2025-10-19,Weekend,1.2772000000000001,2.8428
13,Male,4.62,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-31,Weekday,1.9866,2.6334
12,Male,2.96,Laptop,False,0.33,None,Urban,11-15,2025-10-21,Weekday,0.9768,1.9832
15,Female,2.31,Smartphone,False,0.3,None,Rural,11-15,2025-10-04,Weekend,0.693,1.617
10,Female,0.0,Smartphone,False,0.56,None,Urban,6-10,2025-10-12,Weekend,0.0,0.0
13,Female,4.15,TV,True,0.39,Poor Sleep,Urban,11-15,2025-10-21,Weekday,1.6185000000000003,2.5315000000000003
12,Male,5.03,Smartphone,True,0.41,Anxiety,Rural,11-15,2025-10-18,Weekend,2.0623,2.9677000000000002
15,Male,5.44,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-15,Weekday,2.3392,3.1008000000000004
15,Male,6.26,Laptop,True,0.38,None,Urban,11-15,2025-10-10,Weekday,2.3788,3.8811999999999998
